重症度	位置	証拠	slug	題	版type	版imprint	版publisher	版の巻数	多数派帯	多数派社名	浮巻番号	浮ISBN	浮帯	浮帯の社名	浮巻発売日	前後の多数派	ズレ月	連番からの想定ISBN	楽天題	楽天叢書	楽天出版社
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON35(55%)+RAKPUB	ikitoshi-ikeru	生きとし生ける	standard	HCヒーローズコミックス	小学館クリエイティブ	4	978-4-86468x2	小学館クリエイティブ	3	9784868050513	978-4-86805	小学館クリエイティブ	2025-03-12	2巻2024-08→-	7		生きとし生ける（3）		ヒーローズ
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON19(13%)+RAKPUB	itadakitsu-shunpei	いただきっ春平!!	standard	DENGEKI COMICS	メディアワークス	10	978-4-07x8	メディアワークス	10	9784840213752	978-4-8402	メディアワークス	1999-12-15	8巻1999-05→-	7		いただきっ春平！！（10）	電撃コミックス	KADOKAWA
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON58(56%)	jirai-nandesu-ka-chihara-san	地雷なんですか?地原さん	standard		一迅社	9	978-4-7580x8	一迅社	9	9784825100305	978-4-8251	一迅社	2026-08-03	8巻2026-01→-	7		地雷なんですか？ 地原さん（9）		一迅社
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON56(76%)	kage-no-kyuutei-majutsushi	影の宮廷魔術師	standard	ガルドコミックス	オーバーラップ	9	978-4-8240x7	オーバーラップ	2	9784865549881	978-4-86554	オーバーラップ	2021-08-25	-→3巻2022-03	7		影の宮廷魔術師 2　〜無能だと思われていた男、実は最強の軍師だった〜	ガルドコミックス	オーバーラップ
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	kami-sama-ga-mitenai-kara	神様が見てないから	standard	ビッグガンガンコミックス	スクウェア・エニックス	3	978-4-7575x2	スクウェア・エニックス	3	9784301001324	978-4-301	スクウェア・エニックス	2025-10-01	2巻2025-03→-	7		神様が見てないから（3）(完)		
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	kamitachi-ni-hirowareta-otoko	神達に拾われた男	standard	ガンガンコミックスup!	スクウェア・エニックス	16	978-4-7575x14	スクウェア・エニックス	15	9784301000914	978-4-301	スクウェア・エニックス	2025-10-24	14巻2025-03→-	7		神達に拾われた男（15）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON56(24%)	kanmi-otoko	甘美男子	standard	Blade comics EX	マッグガーデン	5	978-4-86127x3	マッグガーデン	4	9784800000453	978-4-8000	マッグガーデン	2012-09-10	3巻2012-02→-	7		甘美男子（4）	ブレイドコミックス	マッグガーデン
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON66(17%)+RAKPUB	ken-no-joou-to-rakuin-no-ko	剣の女王と烙印の仔	standard	MFコミックス	メディアファクトリー	4	978-4-8401x3	メディアファクトリー	4	9784040665061	978-4-04	KADOKAWA	2014-03-22	3巻2013-08→-	7		剣の女王と烙印の仔　4	MFコミックス フラッパーシリーズ	KADOKAWA
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON9(75%)	kimama-ni-idol	気ままにアイドル	standard	バーガーKC	スコラ	7	978-4-88275x5	スコラ	7	9784796240253	978-4-7962	スコラ	1990-01-16	5巻1989-06→-	7		気ままにアイドル（7）	バーガーSC	スコラ
F参考(先頭/末尾=移籍濃厚)	先頭	PUBDIFF+PAIRCOMMON15(79%)	kimi-wa-kirei-na-ahiru-no-ko	君は綺麗なアヒルの子	standard	LINE COMICS	LINE Digital Frontier	5	978-4-909767x3	LINE Digital Frontier	2	9784908588488	978-4-908588	LINE	2018-02	-→3巻2018-09	7		君は綺麗なアヒルの子（2）		
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON19(46%)+RAKPUB	kinketsu-himegimi-to-henkutsu-madoushi-no-kenboujussuu-renkinjutsu	金欠姫君と偏屈魔導士の権謀術数錬金術	standard	SDC YLシリーズ	青泉社	3	978-4-910429x2	青泉社	3	9784867780275	978-4-86778	青泉社	2023-06	2巻2022-11→-	7		金欠姫君と偏屈魔導士の権謀術数錬金術（3）	秋水デジタルコミックス　YLシリーズ	秋水社
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON6(43%)	kokoro-o-tozashita-koushaku-kakka-to-konyaku-shita-hazu-nanoni-naze-taisetsu-ni-sarete-shimattemasu	心を閉ざした公爵閣下と婚約したはずなのに、なぜか大切にされてしまってます!	standard	Ride Comics	マイクロマガジン社	4	978-4-86716x3	マイクロマガジン社	4	9784825000124	978-4-8250	マイクロマガジン社	2026-07-31	3巻2025-12→-	7		心を閉ざした公爵閣下と婚約したはずなのに、なぜか大切にされてしまってます　4	ライドコミックス	マイクロマガジン社
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	kouteiheikanoosewagakari-nyokangurashigashiawasesugitekoukyuukaraderare	皇帝陛下のお世話係	standard	ガンガンコミックスup!	スクウェア・エニックス	8	978-4-7575x6	スクウェア・エニックス	7	9784301000303	978-4-301	スクウェア・エニックス	2025-09-13	6巻2025-02→-	7		皇帝陛下のお世話係〜女官暮らしが幸せすぎて後宮から出られません〜（コミック）（7）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	PUBDIFF+PAIRCOMMON66(17%)	kumamiko	くまみこ	standard	MFコミックス	KADOKAWA	20	978-4-04x19	KADOKAWA	1	9784840153423	978-4-8401	メディアファクトリー	2013-10-23	-→2巻2014-05	7		くまみこ　1	MFコミックス フラッパーシリーズ	KADOKAWA
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	mahoujin-guruguru-2	魔法陣グルグル2	standard	ガンガンコミックスonline	スクウェア・エニックス	21	978-4-7575x20	スクウェア・エニックス	21	9784301001676	978-4-301	スクウェア・エニックス	2025-11-15	20巻2025-04→-	7		魔法陣グルグル2(21)(完)	ガンガンコミックスONLINE	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON17(71%)	mamotte-shugo-getten-saihou	まもって守護月天! 再逢	standard	Blade comics	マッグガーデン	6	978-4-86127x4	マッグガーデン	2	9784901926621	978-4-901926	マッグガーデン	2003-07-10	-→3巻2004-02	7		まもって守護月天！再逢（Retrouvailles）（2）	ブレイドコミックス	マッグガーデン
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON27(8%)	masshiroke	まっしろけ	standard	BEAM COMIX	エンターブレイン	3	978-4-7577x2	エンターブレイン	3	9784047260870	978-4-04	KADOKAWA	2009-11	2巻2009-04→-	7		まっしろけ（3）	Ｂｅａｍ　ｃｏｍｉｘ	エンターブレイン
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON22(63%)	megami-kourin	女神降臨	standard	LINE COMICS	LINE Digital Frontier	9	978-4-86697x8	LINE Digital Frontier	1	9784909767851	978-4-909767	LINE Digital Frontier	2019-11-15	-→2巻2020-06	7		女神降臨　1	LINEコミックス	LINE Digital Frontier
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON56(24%)	minamikamakura-koukou-joshi-jitenshabu	南鎌倉高校女子自転車部	standard	Blade comics	マッグガーデン	11	978-4-8000x10	マッグガーデン	1	9784861279317	978-4-86127	マッグガーデン	2012-01	-→2巻2012-08	7		南鎌倉高校女子自転車部（1）	ブレイドコミックス	マッグガーデン
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	miyabichi-no-onmyouji	雅血の陰陽師	standard	G fantasy comics	スクウェア・エニックス	9	978-4-7575x7	スクウェア・エニックス	8	9784301004196	978-4-301	スクウェア・エニックス	2026-03-27	7巻2025-08→-	7		雅血の陰陽師（8）	Gファンタジーコミックス	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	monster-ga-afureru-sekai-ni-nattanode-suki-ni-ikitai-to-omoimasu	モンスターがあふれる世界になったので、好きに生きたいと思います	standard	ガンガンコミックスup!	スクウェア・エニックス	15	978-4-7575x13	スクウェア・エニックス	14	9784301003038	978-4-301	スクウェア・エニックス	2026-02-16	13巻2025-07→-	7		モンスターがあふれる世界になったので、好きに生きたいと思います（14）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON35(55%)+RAKPUB	monty-paradise	モンティパラダイス	standard	ヒーローズコミックスふらっと	小学館クリエイティブ	3	978-4-86468x2	小学館クリエイティブ	3	9784868050254	978-4-86805	小学館クリエイティブ	2024-12-27	2巻2024-05→-	7		モンティパラダイス -意地悪な王様と秘密の記憶ー（3）		ヒーローズ
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON9(28%)+RAKPUB	mugyu-hagu-dakede-iki-sou	むぎゅ…ハグだけでイキそう!?	standard	Shusui digital comics TL (teens love) シリーズ	青泉社	4	978-4-910429x3	青泉社	1	9784907203955	978-4-907203	青泉社	2020-10-12	-→2巻2021-05	7		むぎゅ・・・ハグだけでイキそう！？（1）	秋水デジタルコミックス　TLシリーズ	秋水社
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	nagasarete-airantou	ながされて藍蘭島	standard	ガンガンコミックス	スクウェア・エニックス	44	978-4-7575x42	スクウェア・エニックス	43	9784301000495	978-4-301	スクウェア・エニックス	2025-09-13	42巻2025-02→-	7		ながされて藍蘭島(43)	ガンガンコミックス	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	nankou-furaku-no-maoujou-e-youkoso	難攻不落の魔王城へようこそ	standard	ガンガンコミックスup!	スクウェア・エニックス	12	978-4-7575x11	スクウェア・エニックス	12	9784301002642	978-4-301	スクウェア・エニックス	2026-01-09	11巻2025-06→-	7		難攻不落の魔王城へようこそ〜デバフは不要と勇者パーティーを追い出された黒魔導士、魔王軍の最高幹部に迎えられる〜（12）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON240(70%)	obaike-mirai-annaisho	オバイケ未来案内所	standard	ガンガンコミックスjoker	スクウェア・エニックス	3	978-4-301x2	スクウェア・エニックス	1	9784757596863	978-4-7575	スクウェア・エニックス	2025-02-19	-→2巻2025-09	7		オバイケ未来案内所（1）	ガンガンコミックスJOKER	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	PUBDIFF+PAIRCOMMON66(17%)	ochitekita-ryuuou-to-horobi-yuku-majo-no-kuni	落ちてきた龍王と滅びゆく魔女の国	standard	MFコミックス	KADOKAWA	4	978-4-04x3	KADOKAWA	1	9784840153119	978-4-8401	メディアファクトリー	2013-08-23	-→2巻2014-03	7		落ちてきた龍王と滅びゆく魔女の国　1	MFコミックス フラッパーシリーズ	KADOKAWA
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON12(8%)+RAKPUB	oedo-shitamachi-komoridou	大江戸下町こもり堂	standard	Missy comics	宙出版	5	978-4-7767x3	宙出版	4	9784861769306	978-4-86176	ジャイブ	2020-01-04	3巻2019-06→-	7		大江戸下町こもり堂 4	ネクストFコミックス	ネクストF
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	oji-sama-to-neko	おじさまと猫	standard	ガンガンコミックスpixiv	スクウェア・エニックス	17	978-4-7575x15	スクウェア・エニックス	16	9784301002772	978-4-301	スクウェア・エニックス	2026-01-09	15巻2025-06→-	7		おじさまと猫（16）	ガンガンコミックスpixiv	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON23(23%)+RAKPUB	okujouhime	屋上姫	standard	Flex comix	ソフトバンククリエイティブ	4	978-4-7973x2	ソフトバンククリエイティブ	3	9784593856817	978-4-593	ほるぷ出版	2012-03	2巻2011-08→-	7		屋上姫（3）	フレックスコミックス	フレックスコミックス
F参考(先頭/末尾=移籍濃厚)	先頭	PUBDIFF+PAIRCOMMON21(21%)	one-room-wanko	ワンルームワンコ	standard	POLARIS COMICS	フレックスコミックス	4	978-4-86675x3	フレックスコミックス	1	9784593881536	978-4-593	ほるぷ出版	2017-11-15	-→2巻2018-06	7		ワンルームワンコ（1）	ポラリスCOMICS	フレックスコミックス
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON66(17%)+RAKPUB	onii-chan-dakedo-ai-sae-areba-kankei-nai-yonetsu	お兄ちゃんだけど愛さえあれば関係ないよねっ	standard	MFコミックス	メディアファクトリー	7	978-4-8401x5	メディアファクトリー	6	9784040665580	978-4-04	KADOKAWA	2014-05	5巻2013-10→-	7		お兄ちゃんだけど愛さえあれば関係ないよねっ　6	MFコミックス アライブシリーズ	KADOKAWA
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	oshi-ga-ani-ni-narimashita	推しが兄になりました	standard	ガンガンコミックスpixiv	スクウェア・エニックス	9	978-4-7575x8	スクウェア・エニックス	9	9784301002864	978-4-301	スクウェア・エニックス	2026-01-09	8巻2025-06→-	7		推しが兄になりました（9）		
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	otonari-no-tenshi-sama-ni-itsunomanika-dame-ningen-ni-sareteita-ken	お隣の天使様にいつの間にか駄目人間にされていた件	standard	ガンガンコミックスup!	スクウェア・エニックス	7	978-4-7575x5	スクウェア・エニックス	6	9784301001027	978-4-301	スクウェア・エニックス	2025-10-08	5巻2025-03→-	7		お隣の天使様にいつの間にか駄目人間にされていた件（6）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON102(19%)	poison-girl	ポイズンガール	standard	Bamboo comics	竹書房	3	978-4-8019x2	竹書房	1	9784812487723	978-4-8124	竹書房	2014-09	-→2巻2015-04	7		ポイズンガール（1）	バンブーコミックス	竹書房
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON16(64%)	remushiita-bureibusu-online-slow-life-ni-akogareru-ore-no-mamanaranai-vuiaaru-boukenki-attomaaku	レムシータ・ブレイブス・オンライン～スローライフに憧れる俺のままならないVR冒険記～@COMIC	standard	コロナ・コミックス	TOブックス	3	978-4-86699x2	TOブックス	1	9784864729321	978-4-86472	TOブックス	2020-04	-→2巻2020-11	7		レムシータ・ブレイブス・オンライン〜スローライフに憧れる俺のままならないVR冒険記〜@COMIC 1		
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON56(76%)	ruberia-oukoku-monogatari	ルベリア王国物語	standard	ガルドコミックス	オーバーラップ	4	978-4-8240x3	オーバーラップ	1	9784865549935	978-4-86554	オーバーラップ	2021-08-25	-→2巻2022-03	7		ルベリア王国物語 1　〜従弟の尻拭いをさせられる羽目になった〜	ガルドコミックス	オーバーラップ
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON22(63%)	saikoubi	さいこうび	standard	LINE COMICS	LINE Digital Frontier	5	978-4-86697x4	LINE Digital Frontier	1	9784909767738	978-4-909767	LINE Digital Frontier	2019-08-10	-→2巻2020-03	7		さいこうび　1	LINEコミックス	LINE Digital Frontier
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON26(59%)	saikyou-gift-de-ryouchi-keiei-surooraifu	最強ギフトで領地経営スローライフ	standard	NOVA COMICS	一二三書房	6	978-4-8242x5	一二三書房	1	9784891999858	978-4-89199	一二三書房	2023-06-15	-→2巻2024-01	7		最強ギフトで領地経営スローライフ（1）	ノヴァコミックス	一二三書房
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	saikyou-wa-inaka-nouka-no-otsu-san-deshita	最強は田舎農家のおっさんでした	standard	ガンガンコミックスonline	スクウェア・エニックス	3	978-4-7575x2	スクウェア・エニックス	3	9784301002208	978-4-301	スクウェア・エニックス	2025-12-26	2巻2025-05→-	7		最強は田舎農家のおっさんでした〜最高ランクのドラゴンを駆除した結果、実力が世界にバレました〜（3）	ガンガンコミックスONLINE	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON8(24%)	saishoukan-sareta-yuusha-wa-ippanjin-to-shite-ikite-iku	再召喚された勇者は一般人として生きていく?	standard	このマンガがすごい!comics	宝島社	12	978-4-299x11	宝島社	1	9784800283719	978-4-8002	宝島社	2020-01-27	-→2巻2020-08	7		このマンガがすごい!comics 再召喚された勇者は一般人として生きていく?	このマンガがすごい! comics	宝島社
F参考(先頭/末尾=移籍濃厚)	先頭	PUBDIFF+PAIRCOMMON35(22%)+TITLEDIFF+RAKPUB	satomi-hakkenden	里見☆八犬伝	standard	ガンガンコミックス	エニックス	6	978-4-7575x4	スクウェア・エニックス	2	9784870254824	978-4-87025	エニックス	1999-04-22	-→3巻1999-11	7		里見・八犬伝（2）	ガンガンコミックス	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	seijo-ga-amayakashite-kureru-yasashii-danna-sama-o-boshuu-shitara-kokuou-heika-ga-rikkouho-shitekita	聖女が「甘やかしてくれる優しい旦那様」を募集したら国王陛下が立候補してきた	standard	ガンガンコミックスup!	スクウェア・エニックス	5	978-4-7575x3	スクウェア・エニックス	4	9784301000938	978-4-301	スクウェア・エニックス	2025-10-01	3巻2025-03→-	7		聖女が「甘やかしてくれる優しい旦那様」を募集したら国王陛下が立候補してきた（コミック）（4）	ガンガンコミックスUP！	スクウェア・エニックス
